Station,Date(NZST),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
Auckland, Sky Tower,20230225:1800,4,8.0,9.2,1.1,1,H
Auckland, Sky Tower,20230225:1900,350,5.9,13.4,1.5,1,H
Auckland, Sky Tower,20230225:2000,328,3.6,27.5,0.6,1,H
Auckland, Sky Tower,20230225:2100,338,3.2,10.0,0.4,1,H
Auckland, Sky Tower,20230225:2200,321,2.9,7.0,0.6,1,H
Auckland, Sky Tower,20230225:2300,332,3.8,4.8,0.3,1,H
Auckland, Sky Tower,20230226:0000,318,4.6,3.4,0.2,1,H
Auckland, Sky Tower,20230226:0100,311,4.5,4.0,0.4,1,H
Auckland, Sky Tower,20230226:0200,301,4.6,3.5,0.3,1,H
Auckland, Sky Tower,20230226:0300,310,3.9,5.7,0.3,1,H
Auckland, Sky Tower,20230226:0400,322,3.6,8.1,0.6,1,H
Auckland, Sky Tower,20230226:0500,339,4.1,4.5,0.3,1,H
Auckland, Sky Tower,20230226:0600,355,3.3,5.4,0.2,1,H
Auckland, Sky Tower,20230226:0700,352,2.7,8.5,0.3,1,H
Auckland, Sky Tower,20230226:0800,16,3.9,4.2,0.3,1,H
Auckland, Sky Tower,20230226:0900,29,4.9,5.9,0.7,1,H
Auckland, Sky Tower,20230226:1000,40,3.5,11.5,0.6,1,H
Auckland, Sky Tower,20230226:1100,34,3.4,13.1,0.7,1,H
Auckland, Sky Tower,20230226:1200,34,4.0,12.2,0.7,1,H
Auckland, Sky Tower,20230226:1300,28,4.6,8.8,0.8,1,H
Auckland, Sky Tower,20230226:1400,29,6.2,7.0,1.0,1,H
Auckland, Sky Tower,20230226:1500,30,7.0,6.1,0.8,1,H
Auckland, Sky Tower,20230226:1600,36,6.8,6.1,1.0,1,H
Auckland, Sky Tower,20230226:1700,37,7.0,6.8,0.8,1,H
Auckland, Sky Tower,20230226:1800,42,6.1,5.1,0.5,1,H
Auckland, Sky Tower,20230226:1900,40,4.6,7.2,0.7,1,H
Auckland, Sky Tower,20230226:2000,36,3.4,7.9,0.7,1,H
Auckland, Sky Tower,20230226:2100,25,2.4,3.9,0.2,1,H
Auckland, Sky Tower,20230226:2200,31,2.1,16.3,0.4,1,H
Auckland, Sky Tower,20230226:2300,88,1.3,14.9,0.5,1,H
Auckland, Sky Tower,20230227:0000,125,0.9,25.8,0.6,1,H
Auckland, Sky Tower,20230227:0100,159,1.4,14.7,0.5,1,H
Auckland, Sky Tower,20230227:0200,158,2.7,11.5,0.7,1,H
Auckland, Sky Tower,20230227:0300,145,2.1,10.8,0.5,1,H
Auckland, Sky Tower,20230227:0400,134,1.8,23.1,1.2,1,H
Auckland, Sky Tower,20230227:0500,152,3.6,18.4,1.4,1,H
Auckland, Sky Tower,20230227:0600,117,1.6,29.5,0.7,1,H
Auckland, Sky Tower,20230227:0700,105,2.1,28.9,0.9,1,H
Auckland, Sky Tower,20230227:0800,112,2.6,19.9,1.1,1,H
Auckland, Sky Tower,20230227:0900,152,3.5,12.2,1.4,1,H
Auckland, Sky Tower,20230227:1000,156,3.4,25.2,1.6,1,H
Auckland, Sky Tower,20230227:1100,157,2.1,23.5,0.8,1,H
Auckland, Sky Tower,20230227:1200,180,4.2,10.6,0.7,1,H
Auckland, Sky Tower,20230227:1300,175,4.6,11.6,1.0,1,H
Auckland, Sky Tower,20230227:1400,178,5.7,9.6,1.0,1,H
Auckland, Sky Tower,20230227:1500,81,5.4,26.7,2.1,1,H
Auckland, Sky Tower,20230227:1600,84,4.8,12.1,1.3,1,H
Auckland, Sky Tower,20230227:1700,191,1.9,28.3,1.3,1,H
Auckland, Sky Tower,20230227:1800,202,2.0,24.0,1.6,1,H
Auckland, Sky Tower,20230227:1900,194,5.1,5.3,1.1,1,H
Auckland, Sky Tower,20230227:2000,189,7.1,3.1,0.5,1,H
Auckland, Sky Tower,20230227:2100,184,5.9,2.3,0.5,1,H
Auckland, Sky Tower,20230227:2200,183,6.4,2.8,0.6,1,H
Auckland, Sky Tower,20230227:2300,184,7.2,1.9,0.5,1,H
Auckland, Sky Tower,20230228:0000,184,5.8,3.9,1.1,1,H
Auckland, Sky Tower,20230228:0100,180,4.2,6.2,0.8,1,H
Auckland, Sky Tower,20230228:0200,191,3.8,9.1,0.5,1,H
Auckland, Sky Tower,20230228:0300,187,4.1,3.0,0.3,1,H
Auckland, Sky Tower,20230228:0400,193,3.1,8.6,0.6,1,H
Auckland, Sky Tower,20230228:0500,180,3.6,9.8,0.9,1,H
Auckland, Sky Tower,20230228:0600,186,3.5,5.0,0.6,1,H
Auckland, Sky Tower,20230228:0700,198,4.1,10.4,0.5,1,H
Auckland, Sky Tower,20230228:0800,212,4.2,6.6,0.7,1,H
Auckland, Sky Tower,20230228:0900,200,4.1,13.6,0.9,1,H
Auckland, Sky Tower,20230228:1000,190,4.6,9.0,0.7,1,H
Auckland, Sky Tower,20230228:1100,173,5.3,9.5,1.0,1,H
Auckland, Sky Tower,20230228:1200,179,4.9,18.4,1.2,1,H
Auckland, Sky Tower,20230228:1300,190,5.1,11.6,0.9,1,H
Auckland, Sky Tower,20230228:1400,186,6.4,7.1,0.9,1,H
Auckland, Sky Tower,20230228:1500,188,7.4,9.4,1.1,1,H
Auckland, Sky Tower,20230228:1600,191,8.3,7.4,1.1,1,H
Auckland, Sky Tower,20230228:1700,191,8.2,6.7,0.9,1,H
Auckland, Sky Tower,20230228:1800,198,8.9,5.6,1.2,1,H
Auckland, Sky Tower,20230228:1900,196,10.4,3.3,0.7,1,H
Auckland, Sky Tower,20230228:2000,202,10.3,2.6,0.6,1,H
Auckland, Sky Tower,20230228:2100,189,9.6,3.1,1.0,1,H
Auckland, Sky Tower,20230228:2200,183,5.9,2.8,0.8,1,H
Auckland, Sky Tower,20230228:2300,197,5.2,9.6,1.0,1,H
Auckland, Sky Tower,20230301:0000,195,5.2,4.3,0.5,1,H
Auckland, Sky Tower,20230301:0100,193,5.0,1.9,0.3,1,H
Auckland, Sky Tower,20230301:0200,187,3.9,2.9,0.5,1,H
Auckland, Sky Tower,20230301:0300,165,2.2,15.4,0.6,1,H
Auckland, Sky Tower,20230301:0400,211,3.0,15.4,0.5,1,H
Auckland, Sky Tower,20230301:0500,232,2.3,9.1,0.3,1,H
Auckland, Sky Tower,20230301:0600,209,1.8,13.9,0.2,1,H
Auckland, Sky Tower,20230301:0700,178,1.7,3.0,0.4,1,H
Auckland, Sky Tower,20230301:0800,162,0.7,27.2,1.2,1,H
Auckland, Sky Tower,20230301:0900,114,1.0,75.1,0.6,1,H
Auckland, Sky Tower,20230301:1000,88,1.2,82.3,0.8,1,H
Auckland, Sky Tower,20230301:1100,2,1.3,35.2,0.8,1,H
Auckland, Sky Tower,20230301:1200,26,2.6,17.9,0.8,1,H
Auckland, Sky Tower,20230301:1300,18,2.0,18.2,0.9,1,H
Auckland, Sky Tower,20230301:1400,351,3.0,14.2,0.7,1,H
Auckland, Sky Tower,20230301:1500,322,2.8,14.5,0.5,1,H
Auckland, Sky Tower,20230301:1600,202,2.3,39.3,0.7,1,H
Auckland, Sky Tower,20230301:1700,199,3.4,15.6,1.4,1,H
Auckland, Sky Tower,20230301:1800,195,5.2,8.9,0.8,1,H
Auckland, Sky Tower,20230301:1900,201,6.4,6.7,1.1,1,H
Auckland, Sky Tower,20230301:2000,191,7.1,1.8,0.6,1,H
Auckland, Sky Tower,20230301:2100,190,6.3,2.6,0.5,1,H
Auckland, Sky Tower,20230301:2200,185,4.5,1.8,0.4,1,H
Auckland, Sky Tower,20230301:2300,186,3.7,3.2,0.6,1,H
Auckland, Sky Tower,20230302:0000,193,4.4,1.9,0.4,1,H
Auckland, Sky Tower,20230302:0100,199,4.8,2.8,0.3,1,H
Auckland, Sky Tower,20230302:0200,199,6.8,2.0,0.5,1,H
Auckland, Sky Tower,20230302:0300,194,6.7,3.0,0.6,1,H
Auckland, Sky Tower,20230302:0400,186,4.9,2.5,0.7,1,H
Auckland, Sky Tower,20230302:0500,186,4.7,1.7,0.4,1,H
Auckland, Sky Tower,20230302:0600,184,4.8,2.3,0.4,1,H
Auckland, Sky Tower,20230302:0700,186,5.7,1.9,0.5,1,H
Auckland, Sky Tower,20230302:0800,187,5.9,2.3,0.6,1,H
Auckland, Sky Tower,20230302:0900,181,5.2,6.8,1.0,1,H
Auckland, Sky Tower,20230302:1000,188,5.2,12.6,0.9,1,H
Auckland, Sky Tower,20230302:1100,189,4.4,19.5,1.2,1,H
Auckland, Sky Tower,20230302:1200,185,4.4,14.4,1.0,1,H
Auckland, Sky Tower,20230302:1300,194,3.6,19.2,1.2,1,H
Auckland, Sky Tower,20230302:1400,187,4.6,12.5,1.2,1,H
Auckland, Sky Tower,20230302:1500,190,6.3,12.4,1.0,1,H
Auckland, Sky Tower,20230302:1600,187,7.5,6.2,1.0,1,H
Auckland, Sky Tower,20230302:1700,191,8.0,6.5,0.9,1,H
Auckland, Sky Tower,20230302:1800,190,9.2,4.9,0.9,1,H
Auckland, Sky Tower,20230302:1900,193,8.8,4.4,1.3,1,H
Auckland, Sky Tower,20230302:2000,190,8.4,2.8,0.5,1,H
Auckland, Sky Tower,20230302:2100,191,8.9,1.8,0.4,1,H
Auckland, Sky Tower,20230302:2200,196,8.3,3.1,0.6,1,H
Auckland, Sky Tower,20230302:2300,195,7.1,2.4,0.5,1,H
Auckland, Sky Tower,20230303:0000,190,6.1,4.0,0.5,1,H
Auckland, Sky Tower,20230303:0100,188,5.9,2.7,0.3,1,H
Auckland, Sky Tower,20230303:0200,190,6.0,1.9,0.4,1,H
Auckland, Sky Tower,20230303:0300,188,6.3,2.0,0.5,1,H
Auckland, Sky Tower,20230303:0400,187,5.4,2.1,0.6,1,H
Auckland, Sky Tower,20230303:0500,184,5.1,1.9,0.7,1,H
Auckland, Sky Tower,20230303:0600,178,5.2,3.6,0.5,1,H
Auckland, Sky Tower,20230303:0700,166,4.6,4.9,0.3,1,H
Auckland, Sky Tower,20230303:0800,164,4.7,4.8,0.6,1,H
Auckland, Sky Tower,20230303:0900,173,2.8,16.0,0.8,1,H
Auckland, Sky Tower,20230303:1000,182,2.4,19.8,0.6,1,H
Auckland, Sky Tower,20230303:1100,196,2.9,23.5,0.7,1,H
Auckland, Sky Tower,20230303:1200,181,3.3,21.7,1.0,1,H
Auckland, Sky Tower,20230303:1300,180,2.6,27.8,1.1,1,H
Auckland, Sky Tower,20230303:1400,194,2.5,43.9,1.2,1,H
Auckland, Sky Tower,20230303:1500,186,3.3,18.8,1.1,1,H
Auckland, Sky Tower,20230303:1600,188,4.8,15.2,1.2,1,H
Auckland, Sky Tower,20230303:1700,187,5.9,9.2,1.0,1,H
Auckland, Sky Tower,20230303:1800,185,5.4,5.9,0.9,1,H
Auckland, Sky Tower,20230303:1900,188,5.2,5.4,0.6,1,H
Auckland, Sky Tower,20230303:2000,189,5.8,4.9,1.0,1,H
Auckland, Sky Tower,20230303:2100,188,4.8,6.9,1.1,1,H
Auckland, Sky Tower,20230303:2200,192,5.7,4.2,0.6,1,H
Auckland, Sky Tower,20230303:2300,195,6.5,4.5,0.9,1,H
Auckland, Sky Tower,20230304:0000,192,7.1,2.1,0.4,1,H
Auckland, Sky Tower,20230304:0100,190,6.9,2.4,0.4,1,H
Auckland, Sky Tower,20230304:0200,188,6.8,1.9,0.5,1,H
Auckland, Sky Tower,20230304:0300,187,6.9,2.6,0.5,1,H
Auckland, Sky Tower,20230304:0400,190,7.3,2.3,0.5,1,H
Auckland, Sky Tower,20230304:0500,191,6.8,1.7,0.4,1,H
Auckland, Sky Tower,20230304:0600,192,7.0,2.1,0.4,1,H
Auckland, Sky Tower,20230304:0700,187,6.6,1.6,0.5,1,H
Auckland, Sky Tower,20230304:0800,186,6.8,2.5,0.6,1,H
Auckland, Sky Tower,20230304:0900,182,5.6,5.8,0.9,1,H
Auckland, Sky Tower,20230304:1000,188,4.7,9.6,0.7,1,H
Auckland, Sky Tower,20230304:1100,187,4.9,13.0,0.9,1,H
Auckland, Sky Tower,20230304:1200,198,4.8,14.5,1.0,1,H
Auckland, Sky Tower,20230304:1300,189,5.8,9.4,1.0,1,H
Auckland, Sky Tower,20230304:1400,188,6.7,9.8,0.9,1,H
Auckland, Sky Tower,20230304:1500,193,7.7,6.9,0.9,1,H
Auckland, Sky Tower,20230304:1600,201,8.4,5.4,0.8,1,H
Auckland, Sky Tower,20230304:1700,205,8.8,5.0,0.8,1,H
Auckland, Sky Tower,20230304:1800,206,9.5,4.3,0.8,1,H
Auckland, Sky Tower,20230304:1900,210,8.9,4.7,1.0,1,H
Auckland, Sky Tower,20230304:2000,206,8.8,5.6,1.0,1,H
Auckland, Sky Tower,20230304:2100,202,9.9,3.1,1.0,1,H
Auckland, Sky Tower,20230304:2200,198,10.8,3.1,0.7,1,H
Auckland, Sky Tower,20230304:2300,197,12.4,2.4,0.7,1,H
Auckland, Sky Tower,20230305:0000,197,12.6,2.7,1.1,1,H
Auckland, Sky Tower,20230305:0100,200,11.5,3.1,1.4,1,H
Auckland, Sky Tower,20230305:0200,199,11.1,3.2,1.4,1,H
Auckland, Sky Tower,20230305:0300,200,11.5,3.3,1.4,1,H
Auckland, Sky Tower,20230305:0400,199,11.4,3.7,1.4,1,H
Auckland, Sky Tower,20230305:0500,199,10.7,3.5,1.1,1,H
Auckland, Sky Tower,20230305:0600,198,9.2,4.2,1.3,1,H
Auckland, Sky Tower,20230305:0700,198,9.4,3.9,1.0,1,H
Auckland, Sky Tower,20230305:0800,193,9.3,4.4,1.2,1,H
Auckland, Sky Tower,20230305:0900,196,9.6,5.0,1.1,1,H
Auckland, Sky Tower,20230305:1000,197,8.5,7.8,1.3,1,H
Auckland, Sky Tower,20230305:1100,200,7.9,7.9,1.0,1,H
Auckland, Sky Tower,20230305:1200,202,7.4,7.6,1.1,1,H
Auckland, Sky Tower,20230305:1300,196,6.6,7.3,1.1,1,H
Auckland, Sky Tower,20230305:1400,195,5.1,13.6,1.3,1,H
Auckland, Sky Tower,20230305:1500,194,6.3,9.8,1.3,1,H
Auckland, Sky Tower,20230305:1600,197,6.9,7.2,1.1,1,H
Auckland, Sky Tower,20230305:1700,201,7.8,5.4,1.0,1,H
Auckland, Sky Tower,20230305:1800,202,9.7,3.3,0.9,1,H
Auckland, Sky Tower,20230305:1900,204,9.0,4.4,1.4,1,H
Auckland, Sky Tower,20230305:2000,206,8.0,4.4,0.8,1,H
Auckland, Sky Tower,20230305:2100,206,7.9,4.2,1.0,1,H
Auckland, Sky Tower,20230305:2200,199,9.5,3.6,1.2,1,H
Auckland, Sky Tower,20230305:2300,197,10.4,2.9,0.8,1,H
Auckland, Sky Tower,20230306:0000,198,9.6,2.3,0.6,1,H
Auckland, Sky Tower,20230306:0100,199,8.8,4.1,1.0,1,H
Auckland, Sky Tower,20230306:0200,198,7.0,2.6,0.7,1,H
Auckland, Sky Tower,20230306:0300,202,7.4,2.4,0.8,1,H
Auckland, Sky Tower,20230306:0400,199,7.1,2.2,0.5,1,H
Auckland, Sky Tower,20230306:0500,198,6.8,1.7,0.3,1,H
Auckland, Sky Tower,20230306:0600,196,6.5,7.0,0.9,1,H
Auckland, Sky Tower,20230306:0700,169,4.5,12.8,0.8,1,H
Auckland, Sky Tower,20230306:0800,160,2.3,19.2,1.1,1,H
Auckland, Sky Tower,20230306:0900,157,3.1,20.3,1.2,1,H
Auckland, Sky Tower,20230306:1000,142,2.3,39.5,1.2,1,H
Auckland, Sky Tower,20230306:1100,128,2.2,40.3,1.3,1,H
Auckland, Sky Tower,20230306:1200,94,5.5,11.4,1.0,1,H
Auckland, Sky Tower,20230306:1300,91,4.8,7.5,0.6,1,H
Auckland, Sky Tower,20230306:1400,94,3.1,15.8,1.0,1,H
Auckland, Sky Tower,20230306:1500,85,4.3,9.0,1.0,1,H
Auckland, Sky Tower,20230306:1600,80,4.7,5.6,0.9,1,H
Auckland, Sky Tower,20230306:1700,78,6.6,4.1,0.9,1,H
Auckland, Sky Tower,20230306:1800,64,5.8,7.6,1.0,1,H
Auckland, Sky Tower,20230306:1900,57,4.5,6.2,0.5,1,H
Auckland, Sky Tower,20230306:2000,43,4.5,5.6,0.4,1,H
Auckland, Sky Tower,20230306:2100,39,3.8,8.8,0.5,1,H
Auckland, Sky Tower,20230306:2200,350,1.6,26.0,0.6,1,H
Auckland, Sky Tower,20230306:2300,280,1.1,27.5,0.3,1,H
Auckland, Sky Tower,20230307:0000,290,0.7,4.6,0.6,1,H
Auckland, Sky Tower,20230307:0100,27,0.5,25.8,0.7,1,H
Auckland, Sky Tower,20230307:0200,80,0.3,0.4,1.2,1,H
Auckland, Sky Tower,20230307:0300,50,1.6,13.6,1.4,1,H
Auckland, Sky Tower,20230307:0400,65,1.3,6.2,0.5,1,H
Auckland, Sky Tower,20230307:0500,80,0.8,10.0,1.6,1,H
Auckland, Sky Tower,20230307:0600,100,0.3,0.1,0.4,1,H
Auckland, Sky Tower,20230307:0700,68,0.6,9.9,0.5,1,H
Auckland, Sky Tower,20230307:0800,88,0.5,17.6,0.4,1,H
Auckland, Sky Tower,20230307:0900,269,0.8,46.0,0.8,1,H
Auckland, Sky Tower,20230307:1000,294,2.5,14.8,0.8,1,H
Auckland, Sky Tower,20230307:1100,293,3.7,9.8,0.6,1,H
Auckland, Sky Tower,20230307:1200,278,4.4,11.4,0.9,1,H
Auckland, Sky Tower,20230307:1300,265,5.9,10.4,0.9,1,H
Auckland, Sky Tower,20230307:1400,261,6.3,9.0,0.9,1,H
Auckland, Sky Tower,20230307:1500,232,6.8,23.7,1.0,1,H
Auckland, Sky Tower,20230307:1600,211,7.1,11.3,1.2,1,H
Auckland, Sky Tower,20230307:1700,220,6.7,19.7,1.2,1,H
Auckland, Sky Tower,20230307:1800,203,6.0,7.5,0.8,1,H
Auckland, Sky Tower,20230307:1900,204,7.0,4.8,0.7,1,H
Auckland, Sky Tower,20230307:2000,196,6.0,3.5,0.3,1,H
Auckland, Sky Tower,20230307:2100,194,5.4,2.1,0.6,1,H
Auckland, Sky Tower,20230307:2200,195,5.2,4.2,0.5,1,H
Auckland, Sky Tower,20230307:2300,199,6.2,1.3,0.3,1,H
Auckland, Sky Tower,20230308:0000,200,6.4,1.1,0.2,1,H
Auckland, Sky Tower,20230308:0100,202,5.8,1.4,0.2,1,H
Auckland, Sky Tower,20230308:0200,206,6.0,1.5,0.3,1,H
Auckland, Sky Tower,20230308:0300,206,5.6,2.1,0.2,1,H
Auckland, Sky Tower,20230308:0400,209,5.2,1.5,0.5,1,H
Auckland, Sky Tower,20230308:0500,208,3.9,2.3,0.2,1,H
Auckland, Sky Tower,20230308:0600,218,4.4,2.8,0.4,1,H
Auckland, Sky Tower,20230308:0700,223,3.8,4.5,0.1,1,H
Auckland, Sky Tower,20230308:0800,225,3.9,3.2,0.2,1,H
Auckland, Sky Tower,20230308:0900,225,3.7,10.2,0.8,1,H
Auckland, Sky Tower,20230308:1000,244,3.1,20.3,1.0,1,H
Auckland, Sky Tower,20230308:1100,263,3.8,17.6,1.0,1,H
Auckland, Sky Tower,20230308:1200,269,4.9,14.5,1.0,1,H
Auckland, Sky Tower,20230308:1300,248,4.9,34.6,1.8,1,H
Auckland, Sky Tower,20230308:1400,259,7.3,9.6,1.1,1,H
Auckland, Sky Tower,20230308:1500,241,6.8,15.6,1.2,1,H
Auckland, Sky Tower,20230308:1600,219,6.9,17.8,1.1,1,H
Auckland, Sky Tower,20230308:1700,203,7.9,6.3,1.0,1,H
Auckland, Sky Tower,20230308:1800,206,8.0,4.6,0.8,1,H
Auckland, Sky Tower,20230308:1900,205,7.2,3.9,1.1,1,H
Auckland, Sky Tower,20230308:2000,210,4.9,7.3,1.0,1,H
Auckland, Sky Tower,20230308:2100,221,3.5,5.0,0.4,1,H
Auckland, Sky Tower,20230308:2200,208,2.5,7.8,0.4,1,H
Auckland, Sky Tower,20230308:2300,242,2.6,7.8,0.6,1,H
Auckland, Sky Tower,20230309:0000,257,3.6,3.0,0.4,1,H
Auckland, Sky Tower,20230309:0100,267,5.5,1.9,0.5,1,H
Auckland, Sky Tower,20230309:0200,265,5.5,3.6,0.2,1,H
Auckland, Sky Tower,20230309:0300,262,6.0,2.8,0.5,1,H
Auckland, Sky Tower,20230309:0400,262,7.0,2.8,0.5,1,H
Auckland, Sky Tower,20230309:0500,266,7.1,2.4,0.6,1,H
Auckland, Sky Tower,20230309:0600,265,6.9,1.3,0.5,1,H
Auckland, Sky Tower,20230309:0700,272,5.7,4.1,0.3,1,H
Auckland, Sky Tower,20230309:0800,282,4.4,2.9,0.2,1,H
Auckland, Sky Tower,20230309:0900,293,4.0,8.1,0.8,1,H
Auckland, Sky Tower,20230309:1000,306,2.6,15.8,0.6,1,H
Auckland, Sky Tower,20230309:1100,280,4.6,10.4,1.2,1,H
Auckland, Sky Tower,20230309:1200,281,4.2,11.5,0.9,1,H
Auckland, Sky Tower,20230309:1300,274,5.0,10.8,1.0,1,H
Auckland, Sky Tower,20230309:1400,278,5.7,7.2,0.7,1,H
Auckland, Sky Tower,20230309:1500,282,5.6,6.1,0.7,1,H
Auckland, Sky Tower,20230309:1600,281,6.3,7.5,1.0,1,H
Auckland, Sky Tower,20230309:1700,281,6.2,5.5,0.6,1,H
Auckland, Sky Tower,20230309:1800,283,6.5,6.6,0.8,1,H
Auckland, Sky Tower,20230309:1900,295,6.0,11.7,1.1,1,H
Auckland, Sky Tower,20230309:2000,304,5.4,5.5,0.6,1,H
Auckland, Sky Tower,20230309:2100,307,5.6,5.9,0.8,1,H
Auckland, Sky Tower,20230309:2200,308,5.4,11.2,1.2,1,H
Auckland, Sky Tower,20230309:2300,302,8.0,8.7,0.8,1,H
Auckland, Sky Tower,20230310:0000,301,7.0,4.6,0.6,1,H
Auckland, Sky Tower,20230310:0100,317,7.4,5.7,1.1,1,H
Auckland, Sky Tower,20230310:0200,313,8.2,4.3,0.9,1,H
Auckland, Sky Tower,20230310:0300,313,8.6,4.8,1.0,1,H
Auckland, Sky Tower,20230310:0400,308,7.9,5.0,0.7,1,H
Auckland, Sky Tower,20230310:0500,316,9.3,5.1,0.8,1,H
Auckland, Sky Tower,20230310:0600,308,8.2,8.1,1.4,1,H
Auckland, Sky Tower,20230310:0700,322,7.9,6.7,1.0,1,H
Auckland, Sky Tower,20230310:0800,328,7.4,10.1,0.6,1,H
Auckland, Sky Tower,20230310:0900,339,8.1,6.4,1.0,1,H
Auckland, Sky Tower,20230310:1000,344,7.1,7.4,1.2,1,H
Auckland, Sky Tower,20230310:1100,317,4.9,14.6,1.2,1,H
Auckland, Sky Tower,20230310:1200,317,6.2,9.7,1.3,1,H
Auckland, Sky Tower,20230310:1300,289,8.0,12.4,1.1,1,H
Auckland, Sky Tower,20230310:1400,270,9.7,5.5,1.0,1,H
Auckland, Sky Tower,20230310:1500,264,11.8,8.3,1.2,1,H
Auckland, Sky Tower,20230310:1600,247,10.8,6.8,1.3,1,H
Auckland, Sky Tower,20230310:1700,235,10.8,5.9,1.2,1,H
Auckland, Sky Tower,20230310:1800,223,9.2,8.0,1.5,1,H
Auckland, Sky Tower,20230310:1900,222,10.0,4.0,0.8,1,H
Auckland, Sky Tower,20230310:2000,217,13.1,7.9,2.7,1,H
Auckland, Sky Tower,20230310:2100,209,14.4,3.8,1.1,1,H
Auckland, Sky Tower,20230310:2200,213,14.7,3.2,1.0,1,H
Auckland, Sky Tower,20230310:2300,215,13.8,3.6,0.9,1,H
Auckland, Sky Tower,20230311:0000,215,12.9,2.2,0.8,1,H
Auckland, Sky Tower,20230311:0100,220,12.7,3.3,0.7,1,H
Auckland, Sky Tower,20230311:0200,219,13.1,2.6,0.7,1,H
Auckland, Sky Tower,20230311:0300,217,13.2,3.5,0.9,1,H
Auckland, Sky Tower,20230311:0400,217,13.2,4.2,0.8,1,H
Auckland, Sky Tower,20230311:0500,210,12.4,3.2,1.3,1,H
Auckland, Sky Tower,20230311:0600,214,12.0,3.4,0.8,1,H
Auckland, Sky Tower,20230311:0700,210,11.7,4.8,1.0,1,H
Auckland, Sky Tower,20230311:0800,209,11.6,5.1,1.5,1,H
Auckland, Sky Tower,20230311:0900,211,12.8,5.3,1.5,1,H
Auckland, Sky Tower,20230311:1000,210,13.5,5.2,1.3,1,H
Auckland, Sky Tower,20230311:1100,208,13.4,5.3,1.4,1,H
Auckland, Sky Tower,20230311:1200,205,13.6,5.6,1.5,1,H
Auckland, Sky Tower,20230311:1300,204,12.7,7.6,1.4,1,H
Auckland, Sky Tower,20230311:1400,207,12.8,6.6,1.4,1,H
Auckland, Sky Tower,20230311:1500,206,11.8,6.4,1.4,1,H
Auckland, Sky Tower,20230311:1600,208,11.2,6.7,1.4,1,H
Auckland, Sky Tower,20230311:1700,211,11.9,5.4,1.1,1,H
Auckland, Sky Tower,20230311:1800,212,11.6,5.2,1.4,1,H
Auckland, Sky Tower,20230311:1900,214,11.2,5.4,1.2,1,H
Auckland, Sky Tower,20230311:2000,210,10.5,4.2,1.0,1,H
Auckland, Sky Tower,20230311:2100,206,10.6,4.0,1.1,1,H
Auckland, Sky Tower,20230311:2200,203,9.9,4.0,1.1,1,H
Auckland, Sky Tower,20230311:2300,201,7.3,3.9,1.3,1,H
Auckland, Sky Tower,20230312:0000,204,8.1,3.6,1.1,1,H
Auckland, Sky Tower,20230312:0100,206,7.6,4.0,0.9,1,H
Auckland, Sky Tower,20230312:0200,208,9.0,3.3,0.8,1,H
Auckland, Sky Tower,20230312:0300,205,9.0,2.4,0.7,1,H
Auckland, Sky Tower,20230312:0400,205,8.5,2.1,0.6,1,H
Auckland, Sky Tower,20230312:0500,206,8.6,2.1,0.3,1,H
Auckland, Sky Tower,20230312:0600,206,8.4,2.8,0.6,1,H
Auckland, Sky Tower,20230312:0700,200,7.3,2.5,0.7,1,H
Auckland, Sky Tower,20230312:0800,198,6.9,2.4,0.5,1,H
Auckland, Sky Tower,20230312:0900,199,5.9,8.2,1.1,1,H
Auckland, Sky Tower,20230312:1000,208,5.9,10.0,1.1,1,H
Auckland, Sky Tower,20230312:1100,202,5.8,11.0,1.2,1,H
Auckland, Sky Tower,20230312:1200,200,6.8,11.5,1.1,1,H
Auckland, Sky Tower,20230312:1300,203,5.8,13.4,1.2,1,H
Auckland, Sky Tower,20230312:1400,208,5.7,10.8,1.1,1,H
Auckland, Sky Tower,20230312:1500,205,6.2,11.6,1.1,1,H
Auckland, Sky Tower,20230312:1600,208,6.2,8.9,0.9,1,H
Auckland, Sky Tower,20230312:1700,222,6.0,20.5,1.1,1,H
Auckland, Sky Tower,20230312:1800,238,6.0,7.8,0.9,1,H
Auckland, Sky Tower,20230312:1900,234,5.4,5.5,0.6,1,H
Auckland, Sky Tower,20230312:2000,247,4.2,6.8,0.5,1,H
Auckland, Sky Tower,20230312:2100,247,5.1,3.8,0.5,1,H
Auckland, Sky Tower,20230312:2200,251,5.1,3.9,0.5,1,H
Auckland, Sky Tower,20230312:2300,254,6.5,3.9,0.6,1,H
Auckland, Sky Tower,20230313:0000,259,5.8,5.4,0.6,1,H
Auckland, Sky Tower,20230313:0100,262,6.3,3.3,0.5,1,H
Auckland, Sky Tower,20230313:0200,264,7.0,1.8,0.4,1,H
Auckland, Sky Tower,20230313:0300,264,7.7,1.5,0.4,1,H
Auckland, Sky Tower,20230313:0400,273,6.4,7.5,0.6,1,H
Auckland, Sky Tower,20230313:0500,279,7.7,1.7,0.4,1,H
Auckland, Sky Tower,20230313:0600,280,7.2,3.4,0.6,1,H
Auckland, Sky Tower,20230313:0700,286,6.9,3.4,0.4,1,H
Auckland, Sky Tower,20230313:0800,290,7.6,2.1,0.6,1,H
Auckland, Sky Tower,20230313:0900,300,7.4,6.0,0.9,1,H
