Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
Auckland Aero,20031115:0800,16.7,24,12.3,24,10.4,24,14.5,-,24,D
Auckland Aero,20031116:0800,18.2,24,13.7,24,12.0,24,16.0,-,24,D
Auckland Aero,20031117:0800,19.7,24,15.5,24,13.7,24,17.6,-,24,D
Auckland Aero,20031118:0800,21.9,24,9.3,24,6.3,24,15.6,-,24,D
Auckland Aero,20031119:0800,20.1,24,9.0,24,2.0,24,14.6,-,24,D
Auckland Aero,20031120:0800,20.0,24,13.3,24,10.9,24,16.7,-,24,D
Auckland Aero,20031121:0800,19.8,24,14.6,24,13.0,24,17.2,-,24,D
Auckland Aero,20031122:0800,21.1,24,15.7,24,15.7,24,18.4,-,24,D
Auckland Aero,20031123:0800,22.9,24,17.1,24,16.0,24,20.0,-,24,D
Auckland Aero,20031124:0800,18.9,24,16.3,24,16.0,24,17.6,-,24,D
Auckland Aero,20031125:0800,19.0,24,13.4,24,12.1,24,16.2,-,24,D
Auckland Aero,20031126:0800,19.2,24,15.2,24,14.6,24,17.2,-,24,D
Auckland Aero,20031127:0800,23.0,24,15.0,24,14.5,24,19.0,-,24,D
Auckland Aero,20031128:0800,18.3,24,12.0,24,10.2,24,15.2,-,24,D
Auckland Aero,20031129:0800,17.9,24,11.3,24,10.9,24,14.6,-,24,D
Auckland Aero,20031130:0800,18.9,24,12.9,24,11.2,24,15.9,-,24,D
Auckland Aero,20031201:0800,18.4,24,11.0,24,5.2,24,14.7,-,24,D
Auckland Aero,20031202:0800,19.8,24,10.8,24,5.0,24,15.3,-,24,D
Auckland Aero,20031203:0800,19.8,24,14.9,24,13.2,24,17.4,-,24,D
Auckland Aero,20031204:0800,21.3,24,15.4,24,10.8,24,18.4,-,24,D
Auckland Aero,20031205:0800,22.8,24,12.9,24,7.4,24,17.9,-,24,D
Auckland Aero,20031206:0800,23.1,24,14.2,24,9.1,24,18.7,-,24,D
Auckland Aero,20031207:0800,23.9,24,17.1,24,16.1,24,20.5,-,24,D
Auckland Aero,20031208:0800,21.2,24,13.1,24,8.8,24,17.2,-,24,D
Auckland Aero,20031209:0800,21.8,24,16.4,24,16.9,24,19.1,-,24,D
Auckland Aero,20031210:0800,23.3,24,18.2,24,17.0,24,20.8,-,24,D
Auckland Aero,20031211:0800,21.7,24,18.3,24,17.1,24,20.0,-,24,D
Auckland Aero,20031212:0800,25.1,24,19.2,24,17.7,24,22.2,-,24,D
Auckland Aero,20031213:0800,26.7,24,19.5,24,18.4,24,23.1,-,24,D
Auckland Aero,20031214:0800,25.6,24,18.8,24,16.9,24,22.2,-,24,D
Auckland Aero,20031215:0800,25.9,24,16.7,24,16.2,24,21.3,-,24,D
Auckland Aero,20031216:0800,20.9,24,15.0,24,13.2,24,18.0,-,24,D
Auckland Aero,20031217:0800,19.9,24,13.8,24,10.6,24,16.9,-,24,D
Auckland Aero,20031218:0800,20.0,24,12.9,24,6.6,24,16.5,-,24,D
Auckland Aero,20031219:0800,20.5,24,16.1,24,15.1,24,18.3,-,24,D
Auckland Aero,20031220:0800,21.4,24,15.3,24,10.0,24,18.4,-,24,D
Auckland Aero,20031221:0800,22.6,24,15.4,24,12.7,24,19.0,-,24,D
Auckland Aero,20031222:0800,20.8,24,17.5,24,16.4,24,19.2,-,24,D
Auckland Aero,20031223:0800,21.2,24,17.4,24,16.2,24,19.3,-,24,D
Auckland Aero,20031224:0800,24.3,24,17.8,24,17.5,24,21.1,-,24,D
Auckland Aero,20031225:0800,23.0,24,15.0,24,13.5,24,19.0,-,24,D
Auckland Aero,20031226:0800,20.7,24,15.5,24,14.0,24,18.1,-,24,D
Auckland Aero,20031227:0800,22.4,24,18.2,24,17.9,24,20.3,-,24,D
Auckland Aero,20031228:0800,24.7,24,16.9,24,15.0,24,20.8,-,24,D
Auckland Aero,20031229:0800,25.5,24,17.1,24,16.9,24,21.3,-,24,D
Auckland Aero,20031230:0800,18.0,24,13.9,24,11.9,24,16.0,-,24,D
Auckland Aero,20031231:0800,20.4,24,15.5,24,13.7,24,18.0,-,24,D
Auckland Aero,20040101:0800,20.8,24,14.1,24,9.3,24,17.5,-,24,D
Auckland Aero,20040102:0800,22.2,24,13.9,24,8.8,24,18.1,-,24,D
Auckland Aero,20040103:0800,23.8,24,15.0,24,8.0,24,19.4,-,24,D
Auckland Aero,20040104:0800,25.7,24,16.7,24,10.7,24,21.2,-,24,D
Auckland Aero,20040105:0800,25.1,24,15.2,24,9.9,24,20.2,-,24,D
Auckland Aero,20040106:0800,24.2,24,16.9,24,13.8,24,20.6,-,24,D
Auckland Aero,20040107:0800,25.6,24,18.5,24,16.9,24,22.1,-,24,D
Auckland Aero,20040108:0800,23.4,24,19.1,24,18.1,24,21.3,-,24,D
Auckland Aero,20040109:0800,26.1,24,19.4,24,15.4,24,22.8,-,24,D
Auckland Aero,20040110:0800,26.1,24,16.8,24,14.0,24,21.5,-,24,D
Auckland Aero,20040111:0800,23.6,24,14.9,24,8.9,24,19.3,-,24,D
Auckland Aero,20040112:0800,27.7,24,16.1,24,10.7,24,21.9,-,24,D
Auckland Aero,20040113:0800,24.6,24,19.1,24,17.8,24,21.9,-,24,D
Auckland Aero,20040114:0800,24.4,24,19.6,24,18.4,24,22.0,-,24,D
Auckland Aero,20040115:0800,25.5,24,18.4,24,14.3,24,22.0,-,24,D
Auckland Aero,20040116:0800,23.5,24,16.3,24,13.7,24,19.9,-,24,D
Auckland Aero,20040117:0800,22.7,24,14.8,24,9.4,24,18.8,-,24,D
Auckland Aero,20040118:0800,25.7,24,16.9,24,12.4,24,21.3,-,24,D
Auckland Aero,20040119:0800,26.0,24,19.5,24,18.4,24,22.8,-,24,D
Auckland Aero,20040120:0800,25.3,24,14.7,24,12.8,24,20.0,-,24,D
Auckland Aero,20040121:0800,21.2,24,11.4,24,10.6,24,16.3,-,24,D
Auckland Aero,20040122:0800,21.4,24,13.5,24,9.7,24,17.5,-,24,D
Auckland Aero,20040123:0800,24.5,24,17.3,24,16.4,24,20.9,-,24,D
Auckland Aero,20040124:0800,21.1,24,16.9,24,15.3,24,19.0,-,24,D
Auckland Aero,20040125:0800,22.6,24,14.5,24,10.4,24,18.6,-,24,D
Auckland Aero,20040126:0800,22.7,24,14.1,24,9.4,24,18.4,-,24,D
Auckland Aero,20040127:0800,25.7,24,17.7,24,13.8,24,21.7,-,24,D
Auckland Aero,20040128:0800,25.9,24,18.3,24,16.5,24,22.1,-,24,D
Auckland Aero,20040129:0800,27.2,24,18.6,24,15.7,24,22.9,-,24,D
Auckland Aero,20040130:0800,27.0,24,19.2,24,17.3,24,23.1,-,24,D
Auckland Aero,20040131:0800,22.6,24,18.6,24,16.1,24,20.6,-,24,D
Auckland Aero,20040201:0800,25.8,24,20.2,24,19.8,24,23.0,-,24,D
Auckland Aero,20040202:0800,24.1,24,18.6,24,18.4,24,21.4,-,24,D
Auckland Aero,20040203:0800,23.6,24,18.0,24,16.1,24,20.8,-,24,D
Auckland Aero,20040204:0800,25.8,24,16.4,24,16.4,24,21.1,-,24,D
Auckland Aero,20040205:0800,20.2,24,16.7,24,16.6,24,18.5,-,24,D
Auckland Aero,20040206:0800,22.6,24,16.5,24,13.2,24,19.6,-,24,D
Auckland Aero,20040207:0800,24.1,24,15.7,24,11.9,24,19.9,-,24,D
Auckland Aero,20040208:0800,22.4,24,16.0,24,12.8,24,19.2,-,24,D
Auckland Aero,20040209:0800,22.8,24,13.7,24,9.7,24,18.3,-,24,D
Auckland Aero,20040210:0800,23.4,24,16.8,24,13.5,24,20.1,-,24,D
Auckland Aero,20040211:0800,26.2,24,19.7,24,17.6,24,23.0,-,24,D
Auckland Aero,20040212:0800,26.2,24,20.6,24,19.4,24,23.4,-,24,D
Auckland Aero,20040213:0800,23.2,24,15.8,24,12.1,24,19.5,-,24,D
Auckland Aero,20040214:0800,23.2,24,17.1,24,14.6,24,20.2,-,24,D
Auckland Aero,20040215:0800,23.9,24,13.9,24,12.1,24,18.9,-,24,D
Auckland Aero,20040216:0800,20.2,24,13.3,24,12.3,24,16.8,-,24,D
Auckland Aero,20040217:0800,21.9,24,13.7,24,12.7,24,17.8,-,24,D
Auckland Aero,20040218:0800,21.6,24,14.4,24,11.3,24,18.0,-,24,D
Auckland Aero,20040219:0800,21.3,24,16.7,24,14.4,24,19.0,-,24,D
Auckland Aero,20040220:0800,24.7,24,14.0,24,12.5,24,19.4,-,24,D
Auckland Aero,20040221:0800,19.5,24,13.2,24,11.9,24,16.4,-,24,D
Auckland Aero,20040222:0800,22.2,24,15.8,24,15.4,24,19.0,-,24,D
Auckland Aero,20040223:0800,22.1,24,16.6,24,14.8,24,19.4,-,24,D
Auckland Aero,20040224:0800,23.9,24,18.4,24,18.1,24,21.2,-,24,D
Auckland Aero,20040225:0800,21.0,24,15.1,24,12.8,24,18.1,-,24,D
Auckland Aero,20040226:0800,18.9,24,13.4,24,9.8,24,16.2,-,24,D
Auckland Aero,20040227:0800,21.2,24,14.9,24,10.4,24,18.1,-,24,D
Auckland Aero,20040228:0800,20.9,24,16.0,24,15.1,24,18.5,-,24,D
Auckland Aero,20040229:0800,20.9,24,18.9,24,18.4,24,19.9,-,24,D
Auckland Aero,20040301:0800,19.7,24,16.5,24,15.1,24,18.1,-,24,D
Auckland Aero,20040302:0800,22.6,24,15.6,24,13.7,24,19.1,-,24,D
Auckland Aero,20040303:0800,23.5,24,16.1,24,14.6,24,19.8,-,24,D
Auckland Aero,20040304:0800,20.5,24,9.8,24,6.2,24,15.2,-,24,D
Auckland Aero,20040305:0800,18.9,24,9.5,24,4.9,24,14.2,-,24,D
Auckland Aero,20040306:0800,20.6,24,11.1,24,7.0,24,15.9,-,24,D
Auckland Aero,20040307:0800,19.7,24,11.8,24,7.2,24,15.8,-,24,D
Auckland Aero,20040308:0800,23.4,24,13.0,24,9.6,24,18.2,-,24,D
Auckland Aero,20040309:0800,22.9,24,15.1,24,11.5,24,19.0,-,24,D
Auckland Aero,20040310:0800,22.2,24,13.1,24,8.3,24,17.7,-,24,D
Auckland Aero,20040311:0800,22.7,24,15.7,24,13.0,24,19.2,-,24,D
Auckland Aero,20040312:0800,19.8,24,15.4,24,12.6,24,17.6,-,24,D
Auckland Aero,20040313:0800,19.7,24,12.9,24,9.7,24,16.3,-,24,D
Auckland Aero,20040314:0800,19.7,24,11.2,24,7.6,24,15.5,-,24,D
Auckland Aero,20040315:0800,19.9,24,13.5,24,10.1,24,16.7,-,24,D
Auckland Aero,20040316:0800,20.8,24,11.2,24,7.1,24,16.0,-,24,D
Auckland Aero,20040317:0800,22.0,24,16.0,24,15.6,24,19.0,-,24,D
Auckland Aero,20040318:0800,20.4,24,13.7,24,8.9,24,17.1,-,24,D
Auckland Aero,20040319:0800,21.9,24,12.2,24,7.0,24,17.1,-,24,D
Auckland Aero,20040320:0800,19.6,24,14.7,24,12.0,24,17.2,-,24,D
Auckland Aero,20040321:0900,21.0,24,14.0,24,-,-,17.5,-,24,D
Auckland Aero,20040322:0900,21.4,24,13.0,24,9.2,24,17.2,-,24,D
Auckland Aero,20040323:0900,24.1,24,15.6,24,12.8,24,19.9,-,24,D
Auckland Aero,20040324:0900,20.0,24,16.0,24,-,-,18.0,-,24,D
Auckland Aero,20040325:0900,20.6,24,14.1,24,11.6,24,17.4,-,24,D
Auckland Aero,20040326:0900,19.0,24,8.3,24,3.2,24,13.7,-,24,D
Auckland Aero,20040327:0900,20.3,24,10.2,24,5.8,24,15.3,-,24,D
Auckland Aero,20040328:0900,20.3,24,14.6,24,11.2,24,17.5,-,24,D
Auckland Aero,20040329:0900,19.3,24,10.6,24,8.7,24,15.0,-,24,D
Auckland Aero,20040330:0900,17.7,24,8.0,24,3.0,24,12.9,-,24,D
Auckland Aero,20040331:0900,20.3,24,13.8,24,10.6,24,17.1,-,24,D
Auckland Aero,20040401:0900,20.3,24,9.8,24,5.7,24,15.1,-,24,D
Auckland Aero,20040402:0900,19.4,24,12.1,24,10.1,24,15.8,-,24,D
Auckland Aero,20040403:0900,23.3,24,15.7,24,13.3,24,19.5,-,24,D
Auckland Aero,20040404:0900,19.7,24,14.7,24,12.1,24,17.2,-,24,D
Auckland Aero,20040405:0900,20.3,24,10.5,24,5.2,24,15.4,-,24,D
Auckland Aero,20040406:0900,17.7,24,9.2,24,3.6,24,13.5,-,24,D
Auckland Aero,20040407:0900,17.2,24,7.9,24,3.2,24,12.6,-,24,D
Auckland Aero,20040408:0900,15.7,24,5.8,24,-0.4,24,10.8,-,24,D
Auckland Aero,20040409:0900,18.3,24,13.3,24,10.4,24,15.8,-,24,D
Auckland Aero,20040410:0900,17.7,24,12.7,24,10.5,24,15.2,-,24,D
Auckland Aero,20040411:0900,17.7,24,13.3,24,11.4,24,15.5,-,24,D
Auckland Aero,20040412:0900,17.3,24,12.1,24,10.0,24,14.7,-,24,D
Auckland Aero,20040413:0900,16.5,24,11.8,24,8.6,24,14.2,-,24,D
Auckland Aero,20040414:0900,17.0,24,7.8,24,0.9,24,12.4,-,24,D
Auckland Aero,20040415:0900,16.9,24,10.2,24,5.6,24,13.6,-,24,D
Auckland Aero,20040416:0900,21.0,24,8.2,24,2.4,24,14.6,-,24,D
Auckland Aero,20040417:0900,19.6,24,12.3,24,7.2,24,16.0,-,24,D
Auckland Aero,20040418:0900,20.8,24,12.0,24,6.1,24,16.4,-,24,D
Auckland Aero,20040419:0900,18.9,24,10.6,24,3.8,24,14.8,-,24,D
Auckland Aero,20040420:0900,22.6,24,10.6,24,4.9,24,16.6,-,24,D
Auckland Aero,20040421:0900,19.9,24,13.4,24,12.0,24,16.7,-,24,D
Auckland Aero,20040422:0900,18.0,24,11.5,24,4.0,24,14.8,-,24,D
Auckland Aero,20040423:0900,19.7,24,10.9,24,4.2,24,15.3,-,24,D
Auckland Aero,20040424:0900,20.2,24,9.1,24,3.9,24,14.7,-,24,D
Auckland Aero,20040425:0900,20.2,24,12.0,24,6.1,24,16.1,-,24,D
Auckland Aero,20040426:0900,19.2,24,11.6,24,5.3,24,15.4,-,24,D
Auckland Aero,20040427:0900,20.6,24,15.1,24,12.0,24,17.9,-,24,D
Auckland Aero,20040428:0900,18.5,24,13.7,24,8.0,24,16.1,-,24,D
Auckland Aero,20040429:0900,21.5,24,13.3,24,9.3,24,17.4,-,24,D
Auckland Aero,20040430:0900,19.7,24,12.8,24,7.8,24,16.3,-,24,D
Auckland Aero,20040501:0900,21.0,24,17.1,24,15.5,24,19.1,-,24,D
Auckland Aero,20040502:0900,19.0,24,15.9,24,15.4,24,17.5,-,24,D
Auckland Aero,20040503:0900,21.0,24,16.8,24,15.6,24,18.9,-,24,D
Auckland Aero,20040504:0900,20.8,24,12.4,24,10.4,24,16.6,-,24,D
Auckland Aero,20040505:0900,17.3,24,9.8,24,8.0,24,13.6,-,24,D
Auckland Aero,20040506:0900,20.6,24,11.6,24,8.3,24,16.1,-,24,D
Auckland Aero,20040507:0900,19.5,24,11.8,24,8.1,24,15.7,-,24,D
Auckland Aero,20040508:0900,18.9,24,10.1,24,6.1,24,14.5,-,24,D
Auckland Aero,20040509:0900,18.9,24,9.8,24,6.7,24,14.4,-,24,D
Auckland Aero,20040510:0900,19.5,24,11.9,24,9.0,24,15.7,-,24,D
Auckland Aero,20040511:0900,19.6,24,15.1,24,12.8,24,17.4,-,24,D
Auckland Aero,20040512:0900,19.1,24,16.8,24,15.4,24,18.0,-,24,D
Auckland Aero,20040513:0900,19.7,24,10.5,24,6.7,24,15.1,-,24,D
Auckland Aero,20040514:0900,18.5,24,13.4,24,10.3,24,16.0,-,24,D
Auckland Aero,20040515:0900,18.6,24,12.9,24,11.4,24,15.8,-,24,D
Auckland Aero,20040516:0900,16.0,24,8.8,24,5.7,24,12.4,-,24,D
Auckland Aero,20040517:0900,15.5,24,7.6,24,2.8,24,11.6,-,24,D
Auckland Aero,20040518:0900,16.3,24,7.9,24,3.0,24,12.1,-,24,D
Auckland Aero,20040519:0900,17.3,24,8.1,24,3.7,24,12.7,-,24,D
Auckland Aero,20040520:0900,17.8,24,8.0,24,3.4,24,12.9,-,24,D
Auckland Aero,20040521:0900,20.1,24,6.6,24,1.5,24,13.4,-,24,D
Auckland Aero,20040522:0900,16.8,24,9.3,24,4.6,24,13.1,-,24,D
Auckland Aero,20040523:0900,16.4,24,9.8,24,5.8,24,13.1,-,24,D
Auckland Aero,20040524:0900,17.0,24,7.6,24,2.0,24,12.3,-,24,D
Auckland Aero,20040525:0900,15.3,24,9.8,24,6.0,24,12.6,-,24,D
Auckland Aero,20040526:0900,12.6,24,8.1,24,5.2,24,10.4,-,24,D
Auckland Aero,20040527:0900,16.6,24,9.3,24,4.5,24,13.0,-,24,D
Auckland Aero,20040528:0900,17.9,24,11.1,24,7.6,24,14.5,-,24,D
Auckland Aero,20040529:0900,17.2,24,13.0,24,11.4,24,15.1,-,24,D
Auckland Aero,20040530:0900,17.2,24,11.5,24,10.1,24,14.4,-,24,D
Auckland Aero,20040531:0900,14.0,24,10.0,24,8.1,24,12.0,-,24,D
Auckland Aero,20040601:0900,15.6,24,12.9,24,10.7,24,14.3,-,24,D
Auckland Aero,20040602:0900,16.5,24,12.5,24,10.4,24,14.5,-,24,D
Auckland Aero,20040603:0900,17.0,24,13.7,24,11.6,24,15.4,-,24,D
Auckland Aero,20040604:0900,17.3,24,12.3,24,10.8,24,14.8,-,24,D
Auckland Aero,20040605:0900,17.8,24,11.9,24,9.5,24,14.9,-,24,D
Auckland Aero,20040606:0900,16.3,24,9.1,24,7.4,24,12.7,-,24,D
Auckland Aero,20040607:0900,14.7,24,11.0,24,8.9,24,12.9,-,24,D
Auckland Aero,20040608:0900,15.2,24,8.1,24,3.1,24,11.7,-,24,D
Auckland Aero,20040609:0900,14.2,24,4.2,24,0.5,24,9.2,-,24,D
Auckland Aero,20040610:0900,15.1,24,8.0,24,6.3,24,11.6,-,24,D
Auckland Aero,20040611:0900,14.3,24,4.5,24,0.8,24,9.4,-,24,D
Auckland Aero,20040612:0900,15.8,24,5.1,24,0.3,24,10.5,-,24,D
Auckland Aero,20040613:0900,14.5,24,6.5,24,2.1,24,10.5,-,24,D
Auckland Aero,20040614:0900,15.9,24,3.8,24,-0.4,24,9.9,-,24,D
Auckland Aero,20040615:0900,16.9,24,4.2,24,1.2,24,10.6,-,24,D
Auckland Aero,20040616:0900,18.0,24,9.2,24,7.9,24,13.6,-,24,D
Auckland Aero,20040617:0900,18.7,24,13.6,24,11.6,24,16.2,-,24,D
Auckland Aero,20040618:0900,17.3,24,14.6,24,13.3,24,16.0,-,24,D
Auckland Aero,20040619:0900,17.2,24,12.6,24,11.5,24,14.9,-,24,D
Auckland Aero,20040620:0900,17.2,24,12.0,24,9.8,24,14.6,-,24,D
Auckland Aero,20040621:0900,20.3,24,13.7,24,12.2,24,17.0,-,24,D
Auckland Aero,20040622:0900,17.0,24,9.0,24,-,-,13.0,-,24,D
Auckland Aero,20040623:0900,13.6,24,7.3,24,6.8,24,10.5,-,24,D
Auckland Aero,20040624:0900,13.2,24,6.4,24,3.1,24,9.8,-,24,D
Auckland Aero,20040625:0900,15.1,24,8.3,24,5.5,24,11.7,-,24,D
Auckland Aero,20040626:0900,16.4,24,7.5,24,2.0,24,12.0,-,24,D
Auckland Aero,20040627:0900,16.8,24,9.8,24,4.6,24,13.3,-,24,D
Auckland Aero,20040628:0900,16.2,24,12.4,24,10.9,24,14.3,-,24,D
Auckland Aero,20040629:0900,14.8,24,8.8,24,6.8,24,11.8,-,24,D
Auckland Aero,20040630:0900,13.5,24,9.8,24,9.1,24,11.7,-,24,D
Auckland Aero,20040701:0900,14.9,24,12.3,24,10.6,24,13.6,-,24,D
Auckland Aero,20040702:0900,14.9,24,10.8,24,7.6,24,12.9,-,24,D
Auckland Aero,20040703:0900,14.6,24,10.0,24,7.7,24,12.3,-,24,D
Auckland Aero,20040704:0900,14.7,24,9.2,24,7.0,24,12.0,-,24,D
Auckland Aero,20040705:0900,12.9,24,4.5,24,1.1,24,8.7,-,24,D
Auckland Aero,20040706:0900,14.2,24,7.3,24,3.6,24,10.8,-,24,D
Auckland Aero,20040707:0900,15.2,24,8.2,24,5.1,24,11.7,-,24,D
Auckland Aero,20040708:0900,16.4,24,9.3,24,7.0,24,12.9,-,24,D
Auckland Aero,20040709:0900,14.2,24,5.2,24,1.6,24,9.7,-,24,D
Auckland Aero,20040710:0900,11.3,24,4.0,24,1.1,24,7.7,-,24,D
Auckland Aero,20040711:0900,13.3,24,6.0,24,1.7,24,9.7,-,24,D
Auckland Aero,20040712:0900,13.2,24,2.0,24,-3.0,24,7.6,-,24,D
Auckland Aero,20040713:0900,13.2,24,2.0,24,-3.0,24,7.6,-,24,D
Auckland Aero,20040714:0900,12.9,24,3.8,24,-1.0,24,8.4,-,24,D
Auckland Aero,20040715:0900,14.5,24,9.2,24,5.7,24,11.9,-,24,D
Auckland Aero,20040716:0900,16.6,24,9.0,24,5.3,24,12.8,-,24,D
Auckland Aero,20040717:0900,12.3,24,9.7,24,7.4,24,11.0,-,24,D
Auckland Aero,20040718:0900,13.6,24,10.2,24,8.6,24,11.9,-,24,D
Auckland Aero,20040719:0900,13.6,24,8.0,24,2.5,24,10.8,-,24,D
Auckland Aero,20040720:0900,13.6,24,3.3,24,-0.6,24,8.5,-,24,D
Auckland Aero,20040721:0900,13.6,24,6.3,24,8.4,24,10.0,-,24,D
Auckland Aero,20040722:0900,13.9,24,7.8,24,4.8,24,10.9,-,24,D
Auckland Aero,20040723:0900,13.9,24,5.4,24,1.0,24,9.7,-,24,D
Auckland Aero,20040724:0900,11.5,24,2.9,24,0.2,24,7.2,-,24,D
Auckland Aero,20040725:0900,11.9,24,2.8,24,-2.5,24,7.4,-,24,D
Auckland Aero,20040726:0900,12.8,24,2.1,24,-3.3,24,7.5,-,24,D
Auckland Aero,20040727:0900,15.2,24,4.8,24,9.0,24,10.0,-,24,D
Auckland Aero,20040728:0900,14.6,24,11.9,24,10.8,24,13.3,-,24,D
Auckland Aero,20040729:0900,15.4,24,13.0,24,11.9,24,14.2,-,24,D
Auckland Aero,20040730:0900,15.2,24,6.7,24,2.8,24,11.0,-,24,D
Auckland Aero,20040731:0900,14.6,24,6.3,24,2.2,24,10.5,-,24,D
Auckland Aero,20040801:0900,13.6,24,4.5,24,-0.8,24,9.1,-,24,D
Auckland Aero,20040802:0900,13.6,24,7.5,24,6.4,24,10.6,-,24,D
Auckland Aero,20040803:0900,11.3,24,3.9,24,-0.4,24,7.6,-,24,D
Auckland Aero,20040804:0900,12.4,24,4.6,24,-0.3,24,8.5,-,24,D
Auckland Aero,20040805:0900,13.6,24,8.9,24,8.7,24,11.3,-,24,D
Auckland Aero,20040806:0900,14.7,24,10.9,24,9.3,24,12.8,-,24,D
Auckland Aero,20040807:0900,16.0,24,7.6,24,5.1,24,11.8,-,24,D
Auckland Aero,20040808:0900,14.7,24,9.9,24,7.7,24,12.3,-,24,D
Auckland Aero,20040809:0900,14.9,24,9.3,24,7.5,24,12.1,-,24,D
Auckland Aero,20040810:0900,14.4,24,7.8,24,4.7,24,11.1,-,24,D
Auckland Aero,20040811:0900,14.0,24,8.0,24,-,-,11.0,-,24,D
Auckland Aero,20040812:0900,14.0,24,10.0,24,-,-,12.0,-,24,D
Auckland Aero,20040813:0900,16.1,24,11.5,24,9.4,24,13.8,-,24,D
Auckland Aero,20040814:0900,17.3,24,7.9,24,5.0,24,12.6,-,24,D
Auckland Aero,20040815:0900,17.1,24,11.7,24,9.9,24,14.4,-,24,D
Auckland Aero,20040816:0900,16.6,24,9.0,24,5.0,24,12.8,-,24,D
Auckland Aero,20040817:0900,11.9,24,7.3,24,5.7,24,9.6,-,24,D
Auckland Aero,20040818:0900,11.4,24,6.8,24,5.2,24,9.1,-,24,D
Auckland Aero,20040819:0900,12.4,24,8.7,24,5.5,24,10.6,-,24,D
Auckland Aero,20040820:0900,14.7,24,7.2,24,2.2,24,11.0,-,24,D
Auckland Aero,20040821:0900,14.8,24,5.7,24,2.0,24,10.3,-,24,D
Auckland Aero,20040822:0900,14.7,24,9.4,24,7.2,24,12.1,-,24,D
Auckland Aero,20040823:0900,15.9,24,11.8,24,10.3,24,13.9,-,24,D
Auckland Aero,20040824:0900,14.6,24,6.6,24,2.4,24,10.6,-,24,D
Auckland Aero,20040825:0900,12.6,24,5.2,24,0.9,24,8.9,-,24,D
Auckland Aero,20040826:0900,12.3,24,4.2,24,0.7,24,8.3,-,24,D
Auckland Aero,20040827:0900,12.2,24,4.9,24,1.9,24,8.6,-,24,D
Auckland Aero,20040828:0900,12.1,24,5.0,24,-,-,8.6,-,24,D
Auckland Aero,20040829:0900,11.2,24,3.0,24,-,-,7.1,-,24,D
Auckland Aero,20040830:0900,11.7,24,2.0,24,-4.2,24,6.9,-,24,D
Auckland Aero,20040831:0900,12.6,24,2.0,24,-3.8,24,7.3,-,24,D
Auckland Aero,20040901:0900,13.0,24,6.0,24,-,-,9.5,-,24,D
Auckland Aero,20040902:0900,15.5,24,10.7,24,9.5,24,13.1,-,24,D
Auckland Aero,20040903:0900,15.3,24,7.8,24,5.5,24,11.6,-,24,D
Auckland Aero,20040904:0900,14.3,24,4.5,24,-0.5,24,9.4,-,24,D
Auckland Aero,20040905:0900,13.8,24,7.5,24,2.7,24,10.7,-,24,D
Auckland Aero,20040906:0900,15.5,24,5.8,24,2.2,24,10.7,-,24,D
Auckland Aero,20040907:0900,15.3,24,5.2,24,-1.0,24,10.3,-,24,D
Auckland Aero,20040908:0900,16.1,24,5.2,24,0.3,24,10.7,-,24,D
Auckland Aero,20040909:0900,16.3,24,6.5,24,0.7,24,11.4,-,24,D
Auckland Aero,20040910:0900,15.8,24,9.2,24,4.0,24,12.5,-,24,D
Auckland Aero,20040911:0900,17.2,24,10.9,24,8.0,24,14.1,-,24,D
Auckland Aero,20040912:0900,17.4,24,12.8,24,11.2,24,15.1,-,24,D
Auckland Aero,20040913:0900,19.2,24,13.5,24,12.3,24,16.4,-,24,D
Auckland Aero,20040914:0900,16.0,24,9.9,24,8.0,24,13.0,-,24,D
Auckland Aero,20040915:0900,15.8,24,8.4,24,5.4,24,12.1,-,24,D
Auckland Aero,20040916:0900,15.1,24,8.1,24,5.2,24,11.6,-,24,D
Auckland Aero,20040917:0900,18.7,24,8.7,24,6.0,24,13.7,-,24,D
Auckland Aero,20040918:0900,15.0,24,7.0,24,-,-,11.0,-,24,D
Auckland Aero,20040919:0900,17.0,24,10.0,24,-,-,13.5,-,24,D
Auckland Aero,20040920:0900,14.0,24,8.9,24,6.9,24,11.5,-,24,D
Auckland Aero,20040921:0900,14.6,24,10.3,24,8.9,24,12.5,-,24,D
Auckland Aero,20040922:0900,15.0,24,10.8,24,9.0,24,12.9,-,24,D
Auckland Aero,20040923:0900,15.4,24,11.2,24,9.9,24,13.3,-,24,D
Auckland Aero,20040924:0900,18.0,24,12.5,24,12.3,24,15.3,-,24,D
Auckland Aero,20040925:0900,17.5,24,10.2,24,9.7,24,13.9,-,24,D
Auckland Aero,20040926:0900,13.0,24,8.7,24,6.0,24,10.9,-,24,D
Auckland Aero,20040927:0900,15.1,24,10.3,24,8.1,24,12.7,-,24,D
Auckland Aero,20040928:0900,16.6,24,10.0,24,7.0,24,13.3,-,24,D
Auckland Aero,20040929:0900,16.1,24,7.8,24,5.8,24,12.0,-,24,D
Auckland Aero,20040930:0900,15.2,24,4.9,24,-0.9,24,10.1,-,24,D
Auckland Aero,20041001:0900,15.9,24,11.0,24,10.9,24,13.5,-,24,D
Auckland Aero,20041002:0900,15.6,24,10.8,24,9.1,24,13.2,-,24,D
